tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,total_amount,payment_type
2025-01-15 17:40:16,2025-01-15 18:10:39,1,5.35,23.71,0.91,0.0,25.62,1
2025-01-15 17:14:37,2025-01-15 18:35:55,2,6.76,47.31,2.83,0.0,52.64,1
2025-01-15 07:00:51,2025-01-15 07:19:20,1,3.42,20.47,2.41,0.0,24.38,1
2025-01-15 13:40:26,2025-01-15 13:58:37,1,2.9,14.0,0.5,0.0,16.0,1
2025-01-15 13:54:57,2025-01-15 14:11:53,1,2.19,16.19,1.82,0.0,18.51,1
2025-01-15 12:57:41,2025-01-15 13:09:33,1,2.06,11.88,0.71,0.0,14.09,1
2025-01-15 05:14:27,2025-01-15 05:26:41,3,3.21,13.92,1.01,0.0,17.43,1
2025-01-15 21:43:38,2025-01-15 22:11:13,1,4.27,18.93,1.18,0.0,21.11,1
2025-01-15 17:36:58,2025-01-15 17:37:55,1,0.61,6.33,1.19,0.0,9.02,1
2025-01-15 17:56:35,2025-01-15 18:04:41,1,2.19,12.37,1.92,0.0,15.79,1
2025-01-15 18:12:20,2025-01-15 21:28:54,2,47.84,186.64,0.0,0.0,191.14,2
2025-01-15 13:15:04,2025-01-15 13:24:22,1,1.0,10.14,1.02,0.0,12.66,1
2025-01-15 06:48:48,2025-01-15 06:59:07,1,2.25,11.85,0.24,0.0,15.09,1
2025-01-15 08:05:59,2025-01-15 08:12:37,1,3.87,16.69,0.0,12.5,29.69,2
2025-01-15 17:50:36,2025-01-15 18:10:58,1,1.88,13.05,0.0,8.25,25.8,2
2025-01-15 16:00:13,2025-01-15 16:08:17,1,2.82,11.0,0.0,0.0,14.0,2
2025-01-15 12:51:49,2025-01-15 12:57:33,2,1.87,8.55,0.14,0.0,9.69,1
2025-01-15 14:01:45,2025-01-15 14:48:17,2,7.88,38.44,9.58,0.0,50.52,1
2025-01-15 10:34:32,2025-01-15 10:35:17,1,,2.5,0.0,0.0,5.0,2
2025-01-15 19:53:34,2025-01-15 20:01:00,3,0.72,5.43,0.21,0.0,8.14,1
2025-01-15 18:49:48,2025-01-15 19:16:40,2,4.25,23.88,1.14,0.0,26.02,1
2025-01-15 08:00:58,2025-01-15 08:07:17,1,1.46,7.67,0.54,0.0,,1
2025-01-15 02:12:20,2025-01-15 02:26:05,1,3.69,16.22,1.6,6.94,27.26,1
2025-01-15 12:15:03,2025-01-15 12:20:45,5,1.76,9.19,0.0,0.0,11.69,1
2025-01-15 19:16:03,2025-01-15 19:32:01,2,1.07,10.44,0.18,0.0,12.12,1
2025-01-15 10:54:22,2025-01-15 11:10:45,1,2.68,16.93,0.0,12.5,30.93,2
2025-01-15 14:43:50,2025-01-15 14:46:02,1,1.57,8.71,0.22,0.0,11.93,1
2025-01-15 14:46:05,2025-01-15 14:48:56,5,0.96,5.75,0.18,0.0,6.93,1
2025-01-15 09:54:55,2025-01-15 10:12:05,1,2.54,18.01,0.0,0.0,22.51,2
2025-01-15 23:30:52,2025-01-15 23:40:06,1,1.67,11.34,0.0,0.0,12.34,1
2025-01-15 20:54:54,2025-01-15 21:02:07,1,2.11,11.18,1.16,6.94,22.28,1
2025-01-15 09:12:38,2025-01-15 09:30:27,1,2.88,17.26,0.0,0.0,18.26,1
2025-01-15 06:59:40,2025-01-15 07:15:23,2,3.8,18.06,2.11,0.0,21.67,1
2025-01-15 06:00:40,2025-01-15 06:10:39,3,0.83,7.63,0.0,0.0,9.13,2
2025-01-15 07:26:13,2025-01-15 07:39:19,1,1.6,11.56,0.0,0.0,14.56,2
2025-01-15 10:35:48,2025-01-15 10:57:34,1,4.68,22.1,3.51,6.94,35.05,1
2025-01-15 11:52:37,2025-01-15 12:08:53,1,2.82,16.64,1.96,0.0,20.1,1
2025-01-15 22:15:13,2025-01-15 22:21:48,1,2.52,11.25,2.05,6.94,21.74,1
2025-01-15 08:58:47,2025-01-15 09:02:35,3,0.98,5.67,0.41,0.0,6.58,1
2025-01-15 19:38:50,2025-01-15 19:50:06,2,1.08,10.79,1.7,0.0,12.49,1
2025-01-15 20:55:00,2025-01-15 22:15:19,1,24.48,91.71,0.0,0.0,92.21,2
2025-01-15 13:11:28,2025-01-15 13:31:11,2,2.51,16.36,1.33,0.0,,1
2025-01-15 18:18:26,2025-01-15 18:28:07,1,2.11,12.0,0.37,12.5,25.87,1
2025-01-15 19:21:30,2025-01-15 19:55:34,1,4.01,25.78,1.08,6.94,34.8,1
2025-01-15 11:50:03,2025-01-15 11:58:36,1,1.59,7.23,0.68,0.0,12.41,1
2025-01-15 17:07:42,2025-01-15 17:29:22,1,3.5,16.09,1.29,0.0,17.88,1
2025-01-15 07:33:04,2025-01-15 08:30:00,1,6.32,40.3,2.56,0.0,999.99,1
2025-01-15 23:44:51,2025-01-15 23:57:03,1,2.6,14.48,0.79,0.0,16.27,1
2025-01-15 16:39:42,2025-01-15 17:04:35,1,5.12,22.98,1.83,12.5,39.81,1
2025-01-15 19:55:20,2025-01-15 20:22:05,1,5.06,25.29,0.0,0.0,26.29,2
2025-01-15 01:48:08,2025-01-15 02:09:44,1,4.31,20.83,1.21,0.0,25.04,1
2025-01-15 19:17:25,2025-01-15 19:25:48,1,2.32,11.2,0.0,0.0,12.7,2
2025-01-15 06:23:15,2025-01-15 06:28:38,5,1.07,8.29,1.47,12.5,23.76,1
2025-01-15 00:18:11,2025-01-15 00:34:43,1,3.48,15.65,1.35,0.0,17.5,1
2025-01-15 19:00:58,2025-01-15 19:16:12,1,3.6,17.39,1.6,0.0,20.49,1
2025-01-15 06:20:57,2025-01-15 06:34:31,2,3.96,16.62,0.71,0.0,18.33,1
2025-01-15 15:47:58,2025-01-15 16:37:32,1,10.5,44.27,1.25,0.0,46.52,1
2025-01-15 14:39:31,2025-01-15 14:54:45,1,4.29,20.81,1.49,0.0,23.3,1
2025-01-15 13:55:52,2025-01-15 14:14:32,1,4.16,21.74,1.96,0.0,25.2,1
2025-01-15 17:32:27,2025-01-15 17:40:04,2,1.32,8.26,0.0,0.0,9.26,2
2025-01-15 09:19:28,2025-01-15 09:24:13,1,0.66,7.07,0.0,0.0,10.07,1
2025-01-15 17:32:21,2025-01-15 17:55:20,2,2.18,17.08,0.0,0.0,20.08,2
2025-01-15 18:55:52,2025-01-15 19:10:12,1,1.88,15.25,0.0,0.0,16.25,2
2025-01-15 07:53:22,2025-01-15 08:03:46,1,1.28,8.3,1.29,0.0,10.09,1
2025-01-15 19:22:34,2025-01-15 19:40:25,1,2.3,14.83,0.0,0.0,15.33,1
2025-01-15 06:27:08,2025-01-15 06:39:57,1,3.11,14.49,0.21,0.0,15.2,1
2025-01-15 14:56:40,2025-01-15 15:04:02,1,1.22,8.65,0.2,0.0,11.35,1
2025-01-15 16:41:43,2025-01-15 16:45:20,1,1.13,4.76,0.48,0.0,9.74,1
2025-01-15 20:45:07,2025-01-15 21:19:37,1,7.02,31.24,0.0,0.0,33.74,2
2025-01-15 02:43:27,2025-01-15 03:16:28,1,4.88,24.71,0.73,0.0,26.94,1
2025-01-15 10:00:39,2025-01-15 11:04:55,1,8.25,46.25,8.22,0.0,55.47,1
2025-01-15 10:30:18,2025-01-15 10:44:14,2,2.69,14.43,1.29,0.0,16.72,1
2025-01-15 15:15:18,2025-01-15 15:38:38,5,4.76,21.73,0.0,0.0,21.73,2
2025-01-15 16:09:31,2025-01-15 16:25:11,2,3.51,18.72,0.0,0.0,19.22,2
2025-01-15 21:21:39,2025-01-15 22:00:04,3,7.27,34.58,0.0,0.0,35.58,2
2025-01-15 22:36:45,2025-01-15 22:48:29,1,2.28,12.67,0.23,0.0,15.4,1
2025-01-15 12:32:17,2025-01-15 12:46:41,1,1.96,12.05,0.46,0.0,13.01,1
2025-01-15 06:45:36,2025-01-15 06:56:26,2,1.08,11.39,2.34,0.0,16.23,1
2025-01-15 18:15:13,2025-01-15 18:28:43,1,3.46,17.17,1.46,0.0,21.13,1
2025-01-15 11:36:08,2025-01-15 11:41:32,1,1.69,10.35,0.0,0.0,11.85,2
2025-01-15 02:05:52,2025-01-15 02:30:22,4,4.27,23.37,0.0,0.0,24.37,1
2025-01-15 11:56:30,2025-01-15 12:11:46,1,1.85,12.97,1.41,0.0,14.88,1
2025-01-15 18:44:41,2025-01-15 18:53:38,1,1.06,7.48,0.19,0.0,10.17,1
2025-01-15 07:45:05,2025-01-15 08:17:59,1,4.9,29.3,0.0,0.0,31.8,2
2025-01-15 17:46:34,2025-01-15 18:03:22,1,3.96,15.95,0.0,0.0,16.95,2
2025-01-15 16:19:38,2025-01-15 16:48:26,1,3.9,22.46,1.45,0.0,25.41,1
2025-01-15 07:20:51,2025-01-15 07:30:20,1,1.78,11.92,0.0,0.0,12.42,1
2025-01-15 21:43:05,2025-01-15 21:49:34,2,3.33,14.63,0.99,0.0,16.62,1
2025-01-15 09:45:25,2025-01-15 10:05:58,1,2.64,16.83,1.76,0.0,21.09,1
2025-01-15 16:46:26,2025-01-15 16:55:36,1,1.93,9.96,0.0,0.0,12.96,2
2025-01-15 02:30:21,2025-01-15 02:39:02,1,2.43,12.41,0.3,0.0,15.71,1
2025-01-15 07:00:59,2025-01-15 07:06:05,2,1.87,7.81,0.53,0.0,10.84,1
,2025-01-15 18:20:38,1,0.93,6.9,0.0,0.0,9.9,2
2025-01-15 18:57:44,2025-01-15 19:04:42,1,1.11,8.17,0.0,0.0,9.17,2
2025-01-15 19:47:04,2025-01-15 20:12:50,1,3.15,19.9,0.0,0.0,24.4,2
2025-01-15 11:17:23,2025-01-15 11:27:46,1,0.97,9.62,1.39,0.0,12.01,1
2025-01-15 13:00:25,2025-01-15 13:17:36,1,1.37,13.14,1.75,0.0,17.39,1
2025-01-15 23:27:55,2025-01-15 23:59:59,1,5.61,28.13,1.43,0.0,30.06,1
2025-01-15 15:35:01,2025-01-15 15:37:12,1,1.04,4.28,0.39,6.94,13.11,1
2025-01-15 17:11:35,2025-01-15 17:19:44,1,1.5,7.11,0.63,0.0,8.74,1
2025-01-15 17:30:08,2025-01-15 17:46:17,2,2.28,13.4,0.59,0.0,16.49,1
2025-01-15 07:54:15,2025-01-15 08:14:38,1,1.19,13.0,0.16,0.0,15.66,1
2025-01-15 02:00:22,2025-01-15 02:08:37,1,1.41,10.67,0.32,0.0,11.99,1
2025-01-15 22:41:43,2025-01-15 22:45:18,1,1.45,6.3,1.1,0.0,9.9,1
2025-01-15 15:40:27,2025-01-15 16:03:33,6,4.07,22.39,0.9,0.0,24.29,1
2025-01-15 05:21:17,2025-01-15 05:33:41,1,2.83,14.96,0.0,0.0,15.96,2
2025-01-15 06:52:56,2025-01-15 07:15:03,1,4.04,22.82,3.29,0.0,27.11,1
2025-01-15 22:29:55,2025-01-15 22:38:57,1,1.66,10.38,0.0,0.0,10.38,2
2025-01-15 18:18:31,2025-01-15 18:34:16,1,3.47,17.18,0.48,0.0,18.66,1
2025-01-15 15:00:37,2025-01-15 15:09:28,1,1.56,8.51,0.14,0.0,10.15,1
2025-01-15 16:21:04,2025-01-15 16:35:31,1,3.51,16.13,2.51,0.0,19.64,1
2025-01-15 17:04:09,2025-01-15 17:17:22,1,2.96,12.0,0.0,0.0,,2
2025-01-15 08:25:47,2025-01-15 08:47:57,1,3.95,19.5,1.07,0.0,23.07,1
2025-01-15 08:14:45,2025-01-15 08:29:10,1,1.86,11.36,0.0,0.0,11.86,2
2025-01-15 04:14:02,2025-01-15 04:23:28,1,2.26,10.62,0.5,0.0,13.62,1
2025-01-15 15:27:55,2025-01-15 15:31:39,1,2.05,10.22,1.93,6.94,20.09,1
2025-01-15 09:58:04,2025-01-15 10:05:24,2,0.65,6.12,0.35,0.0,7.97,1
2025-01-15 10:52:19,2025-01-15 11:06:59,1,1.77,12.89,0.96,0.0,16.35,1
2025-01-15 17:05:42,2025-01-15 18:02:47,1,7.15,39.2,2.08,12.5,54.28,1
2025-01-15 17:01:22,2025-01-15 17:15:11,1,0.78,9.82,0.15,0.0,14.47,1
2025-01-15 19:02:42,2025-01-15 19:46:07,2,5.23,27.84,0.0,0.0,30.84,2
,2025-01-15 07:02:17,2,4.22,19.48,0.0,0.0,20.48,2
2025-01-15 09:53:49,2025-01-15 10:11:32,3,3.0,18.36,0.98,0.0,19.34,1
2025-01-15 06:10:59,2025-01-15 06:20:06,1,1.8,9.13,0.0,0.0,11.63,2
2025-01-15 21:09:44,2025-01-15 21:22:38,1,1.43,11.67,0.0,0.0,14.67,2
2025-01-15 19:08:09,2025-01-15 19:36:18,1,3.92,22.49,0.94,6.94,30.87,1
2025-01-15 09:41:56,2025-01-15 09:56:31,3,2.18,13.51,1.05,0.0,14.56,1
2025-01-15 17:35:33,2025-01-15 17:56:19,2,1.89,16.86,3.13,0.0,19.99,1
2025-01-15 12:15:51,2025-01-15 12:33:12,2,2.49,16.54,0.0,6.94,27.98,2
2025-01-15 18:31:15,2025-01-15 18:45:25,1,2.45,13.96,1.24,0.0,16.2,1
2025-01-15 15:43:09,2025-01-15 15:55:09,1,1.4,8.81,0.0,0.0,8.81,2
2025-01-15 06:40:27,2025-01-15 06:54:28,1,3.49,18.57,0.0,0.0,19.57,5
2025-01-15 17:24:09,2025-01-15 20:57:25,3,46.23,187.52,12.48,0.0,202.5,1
2025-01-15 07:22:13,2025-01-15 07:48:23,2,2.37,17.6,2.6,0.0,24.7,1
2025-01-15 20:46:40,2025-01-15 21:00:08,1,2.64,13.51,0.0,0.0,14.51,2
2025-01-15 18:25:15,2025-01-15 18:38:17,1,3.64,16.44,0.0,0.0,17.94,1
2025-01-15 16:05:50,2025-01-15 16:10:36,2,0.9,5.23,0.0,0.0,5.73,2
2025-01-15 18:45:06,2025-01-15 18:47:21,2,0.62,5.28,0.0,12.5,18.78,1
2025-01-15 07:29:10,2025-01-15 07:55:03,4,5.26,28.22,0.67,0.0,30.39,1
2025-01-15 17:30:31,2025-01-15 17:52:32,1,4.05,21.05,0.0,0.0,21.55,5
2025-01-15 05:03:31,2025-01-15 05:08:20,1,1.34,9.38,1.33,0.0,11.21,1
2025-01-15 21:00:28,2025-01-15 21:05:15,1,1.02,8.03,0.0,0.0,9.53,2
2025-01-15 18:02:58,2025-01-15 18:08:52,1,0.12,4.52,0.57,0.0,5.59,1
2025-01-15 14:20:45,2025-01-15 14:41:34,1,4.72,21.28,0.0,8.25,32.53,2
2025-01-15 20:07:21,2025-01-15 20:14:45,2,1.8,10.78,0.42,0.0,13.7,1
2025-01-15 16:40:08,2025-01-15 16:52:37,1,2.08,9.84,0.0,0.0,10.84,2
2025-01-15 18:15:38,2025-01-15 18:34:58,1,3.68,18.63,0.0,8.25,27.38,6
2025-01-15 12:48:40,2025-01-15 13:23:28,4,5.76,29.37,0.67,0.0,31.54,1
2025-01-15 20:39:56,2025-01-15 20:51:11,4,0.98,11.61,1.19,0.0,15.3,1
2025-01-15 10:20:28,2025-01-15 10:37:46,3,2.12,13.96,0.0,0.0,15.46,2
2025-01-15 12:11:05,2025-01-15 12:16:59,1,0.88,5.87,0.0,0.0,6.37,2
2025-01-15 22:18:07,2025-01-15 22:35:43,1,4.59,17.55,0.71,0.0,18.26,1
2025-01-15 13:59:12,2025-01-15 14:15:11,1,4.17,17.75,0.0,8.25,27.5,2
2025-01-15 00:19:23,2025-01-15 00:50:31,1,5.58,27.85,1.86,6.94,39.65,1
2025-01-15 17:15:56,2025-01-15 17:26:40,4,1.28,12.11,0.0,0.0,12.61,5
2025-01-15 06:07:09,2025-01-15 06:17:38,1,0.94,6.81,0.37,0.0,7.18,1
2025-01-15 08:17:24,2025-01-15 08:23:56,1,0.56,6.66,0.23,12.5,21.89,1
2025-01-15 11:30:15,2025-01-15 11:36:49,3,1.89,10.39,0.95,0.0,12.34,1
2025-01-15 18:57:11,2025-01-15 19:16:15,1,4.37,20.94,2.9,0.0,24.34,1
2025-01-15 18:35:48,2025-01-15 18:45:16,1,1.06,10.67,0.42,0.0,12.09,1
2025-01-15 12:03:55,2025-01-15 12:16:47,1,3.92,16.3,0.9,0.0,20.2,1
2025-01-15 08:00:51,2025-01-15 08:57:17,1,7.28,39.34,4.15,0.0,44.99,1
2025-01-15 05:52:58,2025-01-15 06:18:16,1,6.66,29.54,1.46,0.0,31.5,1
2025-01-15 23:14:26,2025-01-15 23:32:00,2,3.05,18.02,1.0,0.0,20.02,1
2025-01-15 01:28:03,2025-01-15 01:33:17,1,2.23,11.63,0.0,0.0,12.63,2
2025-01-15 10:48:53,2025-01-15 10:54:23,4,2.04,9.54,0.04,0.0,11.08,1
2025-01-15 06:15:23,2025-01-15 06:26:20,1,2.87,16.41,0.36,0.0,19.27,1
2025-01-15 15:20:45,2025-01-15 15:33:59,4,3.72,17.88,0.63,0.0,20.01,1
2025-01-15 20:46:17,2025-01-15 20:54:38,1,1.66,9.02,0.0,0.0,12.02,6
2025-01-15 17:09:50,2025-01-15 17:39:14,1,4.51,23.7,0.0,0.0,25.2,2
2025-01-15 10:03:41,2025-01-15 10:14:57,1,1.99,12.45,0.13,0.0,13.08,1
2025-01-15 15:15:48,2025-01-15 15:48:39,1,4.89,26.67,6.61,0.0,35.78,1
2025-01-15 08:45:16,2025-01-15 08:48:50,2,1.01,6.48,0.0,6.94,13.42,2
2025-01-15 09:53:29,2025-01-15 10:02:29,1,,11.41,1.02,0.0,16.93,1
2025-01-15 19:58:19,2025-01-15 20:40:21,1,4.98,27.49,3.13,0.0,31.62,1
2025-01-15 00:14:49,2025-01-15 00:21:36,1,1.92,8.55,0.44,0.0,9.99,1
2025-01-15 07:51:37,2025-01-15 07:57:47,2,1.2,10.13,0.61,0.0,11.74,1
2025-01-15 13:03:10,2025-01-15 13:12:41,1,2.08,9.0,1.57,0.0,11.57,1
2025-01-15 18:06:47,2025-01-15 18:21:38,2,3.07,15.97,0.0,0.0,18.47,1
2025-01-15 17:50:05,2025-01-15 18:16:57,1,2.47,16.6,0.35,0.0,16.95,1
2025-01-15 22:43:45,2025-01-15 23:06:00,2,4.62,21.65,1.01,0.0,24.16,1
2025-01-15 19:23:09,2025-01-15 20:21:30,2,4.63,32.95,0.0,0.0,35.45,2
2025-01-15 12:13:20,2025-01-15 12:21:19,1,1.47,9.79,0.83,0.0,11.12,1
2025-01-15 07:08:30,2025-01-15 07:20:42,2,1.28,8.11,2.3,0.0,11.41,1
2025-01-15 20:15:19,2025-01-15 20:32:45,1,2.02,15.85,3.66,0.0,24.01,1
2025-01-15 16:44:59,2025-01-15 17:15:32,3,5.33,26.76,0.0,0.0,29.26,2
2025-01-15 18:38:09,2025-01-15 18:58:59,1,1.45,10.75,0.0,0.0,15.25,2
2025-01-15 19:11:18,2025-01-15 19:17:36,4,0.85,6.87,0.0,0.0,8.37,1
2025-01-15 00:00:04,2025-01-15 00:11:20,1,3.65,17.68,0.46,0.0,22.64,1
2025-01-15 15:54:07,2025-01-15 16:18:34,2,4.75,23.61,2.63,0.0,26.74,1
2025-01-15 07:36:42,2025-01-15 07:58:06,1,5.98,26.03,0.0,0.0,29.03,2
2025-01-15 00:05:18,2025-01-15 00:16:34,2,3.61,17.19,0.0,0.0,18.19,2
2025-01-15 10:01:24,2025-01-15 10:21:36,1,3.18,18.43,2.44,0.0,20.87,1
2025-01-15 11:15:06,2025-01-15 11:45:19,1,7.69,31.76,2.05,0.0,34.31,1
2025-01-15 11:05:46,2025-01-15 11:17:09,1,3.63,16.14,0.75,0.0,19.39,1
2025-01-15 17:49:55,2025-01-15 17:56:28,1,1.21,9.44,0.1,0.0,14.04,1
2025-01-15 17:52:45,2025-01-15 18:07:48,1,3.14,17.77,0.0,0.0,18.77,2
2025-01-15 17:34:57,2025-01-15 17:45:45,2,1.78,9.92,0.12,0.0,12.54,1
2025-01-15 15:15:16,2025-01-15 15:54:05,1,10.89,40.27,4.87,0.0,46.64,1
2025-01-15 16:00:16,2025-01-15 16:14:30,1,1.99,12.4,1.94,0.0,15.34,1
2025-01-15 12:26:58,2025-01-15 12:37:29,1,2.85,13.97,0.2,0.0,15.67,1
2025-01-15 19:08:24,2025-01-15 19:28:55,2,2.02,15.33,1.89,0.0,17.72,1
2025-01-15 11:29:42,2025-01-15 11:39:48,3,0.76,7.06,0.7,0.0,8.76,1
2025-01-15 04:15:57,2025-01-15 04:30:33,1,3.64,20.32,2.28,0.0,24.1,1
2025-01-15 22:03:29,2025-01-15 22:03:41,1,0.04,2.5,0.54,0.0,7.54,1
2025-01-15 00:44:29,2025-01-15 00:47:53,4,1.46,9.04,0.89,0.0,14.43,1
2025-01-15 10:37:15,2025-01-15 10:55:53,1,4.68,22.03,0.0,0.0,22.03,2
2025-01-15 10:31:11,2025-01-15 10:47:51,1,5.01,19.78,1.56,0.0,23.84,1
2025-01-15 16:23:23,2025-01-15 16:32:28,2,2.57,10.91,0.98,0.0,14.89,1
2025-01-15 20:19:22,2025-01-15 20:38:38,1,3.2,14.68,0.0,0.0,14.68,3
2025-01-15 15:12:44,2025-01-15 15:43:41,1,7.87,31.66,0.0,0.0,34.16,2
2025-01-15 20:56:44,2025-01-15 21:06:19,1,1.24,7.54,0.59,0.0,10.63,1
2025-01-15 11:31:28,2025-01-15 11:18:55,2,5.07,22.49,0.0,0.0,23.49,2
2025-01-15 10:31:00,2025-01-15 10:42:02,3,2.68,12.26,1.95,0.0,14.71,1
2025-01-15 12:11:29,2025-01-15 12:27:20,1,3.07,14.88,1.09,0.0,18.47,1
2025-01-15 08:54:08,2025-01-15 09:04:19,2,1.6,8.1,0.22,0.0,9.32,1
2025-01-15 00:32:37,2025-01-15 00:47:44,5,,16.28,1.63,0.0,18.91,1
2025-01-15 21:28:16,2025-01-15 21:32:22,1,0.92,7.34,0.0,0.0,9.84,2
2025-01-15 09:15:20,2025-01-15 09:20:24,1,0.87,7.36,0.9,0.0,8.76,1
2025-01-15 15:36:23,2025-01-15 18:07:34,1,47.61,171.35,8.34,0.0,181.19,1
2025-01-15 08:56:11,2025-01-15 09:08:12,1,1.76,10.41,0.94,0.0,12.85,1
2025-01-15 20:15:08,2025-01-15 20:27:09,1,1.64,11.96,0.12,0.0,12.58,1
2025-01-15 14:15:07,2025-01-15 14:32:28,2,1.97,14.82,0.0,0.0,17.32,3
2025-01-15 06:25:20,2025-01-15 06:40:40,2,4.46,18.74,0.0,0.0,23.24,2
2025-01-15 08:12:00,2025-01-15 08:34:34,1,3.43,21.44,3.07,6.94,33.95,1
2025-01-15 23:00:01,2025-01-15 23:16:41,1,3.64,17.17,3.07,0.0,21.74,1
2025-01-15 16:45:03,2025-01-15 17:44:11,1,5.59,39.51,3.86,0.0,44.87,1
2025-01-15 05:23:47,2025-01-15 05:32:15,2,1.76,9.83,0.79,0.0,12.12,1
2025-01-15 11:30:42,2025-01-15 11:45:37,2,4.14,16.71,1.64,6.94,27.79,1
2025-01-15 09:35:55,2025-01-15 09:39:12,1,1.28,9.75,2.03,0.0,12.78,1
2025-01-15 17:33:21,2025-01-15 17:45:56,6,2.78,15.35,0.0,0.0,19.85,6
2025-01-15 21:07:06,2025-01-15 21:15:05,1,1.75,12.04,0.0,0.0,13.54,0
2025-01-15 17:34:27,2025-01-15 17:49:46,2,2.46,13.74,1.83,0.0,17.07,1
2025-01-15 10:16:52,2025-01-15 11:15:18,1,10.19,45.85,2.24,8.25,58.84,1
2025-01-15 08:27:15,2025-01-15 08:39:10,1,3.99,16.01,0.0,0.0,16.51,2
2025-01-15 17:25:30,2025-01-15 17:39:07,1,1.95,13.99,0.57,0.0,16.06,1
2025-01-15 12:27:34,2025-01-15 13:11:27,1,7.42,38.96,0.0,6.94,50.4,2
2025-01-15 01:53:35,2025-01-15 02:04:11,1,2.09,11.97,2.37,0.0,14.84,1
2025-01-15 09:00:37,2025-01-15 09:01:49,1,1.1,3.8,0.23,0.0,4.53,1
2025-01-15 17:17:01,2025-01-15 21:17:01,1,46.09,200.72,0.0,0.0,201.22,1
2025-01-15 07:14:03,2025-01-15 07:38:20,1,1.86,14.99,0.0,0.0,15.49,1
2025-01-15 20:24:30,2025-01-15 20:27:11,1,0.42,3.36,0.16,6.94,12.96,1
2025-01-15 14:15:29,2025-01-15 14:26:22,3,2.22,11.68,0.0,0.0,14.18,2
2025-01-15 18:02:04,2025-01-15 18:30:22,3,6.7,29.41,0.0,0.0,29.91,2
2025-01-15 17:00:54,2025-01-15 17:27:24,1,5.0,23.96,0.0,0.0,26.46,2
2025-01-15 22:22:39,2025-01-15 22:44:23,2,3.93,18.73,1.91,0.0,21.14,1
2025-01-15 08:00:33,2025-01-15 08:14:56,2,2.29,12.46,2.19,0.0,17.65,1
2025-01-15 21:27:13,2025-01-15 21:33:56,5,2.03,9.16,0.7,0.0,10.36,1
2025-01-15 17:17:34,2025-01-15 17:24:51,1,1.77,11.18,0.95,0.0,13.63,1
2025-01-15 17:59:58,2025-01-15 18:16:40,1,3.07,17.38,0.43,0.0,19.31,1
2025-01-15 13:50:09,2025-01-15 13:57:13,1,1.07,8.92,0.0,0.0,9.92,1
2025-01-15 12:44:10,2025-01-15 12:52:39,1,1.02,7.75,0.89,0.0,10.14,1
,2025-01-15 14:44:13,1,2.61,15.28,0.68,0.0,18.96,1
2025-01-15 13:08:08,,1,0.91,6.85,0.0,6.94,14.29,0
2025-01-15 09:14:43,2025-01-15 09:21:44,2,0.73,8.24,0.41,0.0,9.15,1
2025-01-15 17:10:18,2025-01-15 17:22:28,3,1.01,9.04,0.61,0.0,10.15,1
2025-01-15 22:23:39,2025-01-15 22:39:55,6,2.64,15.03,0.0,0.0,17.53,6
2025-01-15 08:24:10,2025-01-15 08:36:06,4,1.93,10.51,1.21,0.0,16.22,1
2025-01-15 12:24:11,2025-01-15 12:33:20,1,2.55,12.28,0.29,0.0,13.07,1
2025-01-15 08:47:22,2025-01-15 09:24:33,2,2.61,22.04,0.0,0.0,23.54,2
2025-01-15 07:10:15,2025-01-15 07:20:59,1,2.25,12.76,1.11,0.0,16.87,1
2025-01-15 17:17:01,2025-01-15 17:25:57,1,1.2,9.33,0.27,0.0,11.1,1
2025-01-15 08:44:22,2025-01-15 09:12:22,1,4.73,24.03,1.41,0.0,28.44,1
2025-01-15 19:55:54,2025-01-15 20:29:40,2,4.23,23.23,0.51,0.0,28.24,1
2025-01-15 19:00:59,2025-01-15 19:08:59,1,2.16,11.77,0.42,0.0,13.69,1
2025-01-15 21:36:06,2025-01-15 21:54:04,1,3.87,19.22,0.35,0.0,22.07,1
2025-01-15 09:19:53,2025-01-15 09:36:02,1,4.0,18.9,0.0,6.94,27.34,2
2025-01-15 15:45:10,2025-01-15 16:06:08,1,2.9,17.77,0.5,0.0,19.27,1
2025-01-15 20:31:54,2025-01-15 20:59:46,2,3.6,20.84,1.66,0.0,27.0,1
2025-01-15 08:38:00,2025-01-15 08:51:19,2,2.01,12.01,1.2,0.0,15.71,1
2025-01-15 20:23:46,2025-01-15 21:00:17,1,10.11,41.23,0.0,0.0,42.23,6
2025-01-15 14:45:22,2025-01-15 17:36:53,1,46.13,171.82,10.81,0.0,185.63,1
2025-01-15 09:45:45,2025-01-15 10:22:03,1,7.51,31.98,3.22,0.0,36.2,1
2025-01-15 08:20:40,2025-01-15 08:54:13,1,4.45,24.91,0.0,0.0,25.91,2
2025-01-15 19:15:21,2025-01-15 19:32:27,3,3.14,15.06,1.22,0.0,19.28,1
2025-01-15 18:06:05,2025-01-15 18:16:09,1,3.46,14.41,1.67,0.0,17.08,1
2025-01-15 15:13:48,2025-01-15 15:20:59,1,1.17,7.79,0.41,0.0,10.7,1
2025-01-15 07:56:40,2025-01-15 08:11:42,1,1.13,11.24,1.15,0.0,13.89,1
2025-01-15 06:39:40,2025-01-15 07:01:04,2,3.68,21.29,0.0,0.0,22.29,2
2025-01-15 08:06:04,2025-01-15 08:06:27,1,0.77,6.47,0.0,0.0,6.97,5
